x,y,delta_e,terrain_classification,waterlogging_risk_index,alphaearth_similarity
5,14,0.06405,Active Excavation / Bench Cut,0.4788,0.2017
6,14,0.07813,Active Excavation / Bench Cut,0.48,0.2597
7,14,0.09267,Active Excavation / Bench Cut,0.4868,0.2789
8,14,0.06138,Active Excavation / Bench Cut,0.4563,0.36
9,14,0.11047,Active Excavation / Bench Cut,0.4968,0.3869
10,14,0.08813,Active Excavation / Bench Cut,0.4885,0.4562
11,14,0.06758,Active Excavation / Bench Cut,0.4956,0.1631
12,14,0.0847,Active Excavation / Bench Cut,0.495,0.3342
13,14,0.08106,Active Excavation / Bench Cut,0.5221,0.2843
14,14,0.07436,Active Excavation / Bench Cut,0.5036,0.1535
15,14,0.09232,Active Excavation / Bench Cut,0.4802,0.195
16,14,0.08173,Active Excavation / Bench Cut,0.5244,0.2025
17,14,0.06771,Active Excavation / Bench Cut,0.5145,0.1341
18,14,0.08603,Active Excavation / Bench Cut,0.5136,0.2966
19,14,0.05877,Active Excavation / Bench Cut,0.471,0.1979
20,14,0.06851,Active Excavation / Bench Cut,0.5214,0.2022
21,14,0.08836,Active Excavation / Bench Cut,0.4808,0.259
22,14,0.07936,Active Excavation / Bench Cut,0.5191,0.2832
23,14,0.07001,Active Excavation / Bench Cut,0.4908,0.2423
24,14,0.05517,Active Excavation / Bench Cut,0.5337,0.131
25,14,0.0613,Active Excavation / Bench Cut,0.5459,0.3118
26,14,0.07115,Active Excavation / Bench Cut,0.5138,0.0773
27,14,0.06352,Active Excavation / Bench Cut,0.4782,0.241
28,14,0.05311,Active Excavation / Bench Cut,0.5867,0.07
29,14,0.04796,Overburden / Dump Movement,0.5752,0.2647
0,15,0.0791,Active Excavation / Bench Cut,0.4723,0.1278
1,15,0.04826,Overburden / Dump Movement,0.5044,0.1233
2,15,0.05402,Active Excavation / Bench Cut,0.5127,0.1261
3,15,0.05767,Active Excavation / Bench Cut,0.5067,0.3209
4,15,0.07476,Active Excavation / Bench Cut,0.4858,0.3099
5,15,0.06738,Active Excavation / Bench Cut,0.446,0.1892
6,15,0.07654,Active Excavation / Bench Cut,0.4754,0.2333
7,15,0.07297,Active Excavation / Bench Cut,0.476,0.3339
8,15,0.04658,Overburden / Dump Movement,0.4611,0.2753
9,15,0.06184,Active Excavation / Bench Cut,0.4886,0.3613
10,15,0.08658,Active Excavation / Bench Cut,0.469,0.3421
11,15,0.05355,Active Excavation / Bench Cut,0.4395,0.346
12,15,0.06797,Active Excavation / Bench Cut,0.5131,0.3566
13,15,0.06538,Active Excavation / Bench Cut,0.5286,0.1563
14,15,0.07563,Active Excavation / Bench Cut,0.5386,0.0558
15,15,0.06967,Active Excavation / Bench Cut,0.515,0.2624
16,15,0.06199,Active Excavation / Bench Cut,0.4686,0.2994
17,15,0.07671,Active Excavation / Bench Cut,0.5508,0.3754
18,15,0.06595,Active Excavation / Bench Cut,0.5143,0.2985
19,15,0.08097,Active Excavation / Bench Cut,0.4701,0.2962
20,15,0.0611,Active Excavation / Bench Cut,0.4974,0.3164
21,15,0.07135,Active Excavation / Bench Cut,0.4837,0.2668
22,15,0.06396,Active Excavation / Bench Cut,0.5061,0.3259
23,15,0.0879,Active Excavation / Bench Cut,0.5042,0.2507
24,15,0.07886,Active Excavation / Bench Cut,0.5026,0.317
25,15,0.07876,Active Excavation / Bench Cut,0.5022,0.2466
26,15,0.10145,Active Excavation / Bench Cut,0.4895,0.1519
27,15,0.07278,Active Excavation / Bench Cut,0.497,0.3019
28,15,0.05373,Active Excavation / Bench Cut,0.5422,0.2062
29,15,0.09391,Active Excavation / Bench Cut,0.5491,0.0971
0,16,0.11724,Active Excavation / Bench Cut,0.5065,0.2139
1,16,0.08472,Active Excavation / Bench Cut,0.5329,0.1418
2,16,0.07146,Active Excavation / Bench Cut,0.5566,0.0809
3,16,0.07838,Active Excavation / Bench Cut,0.5345,0.2624
4,16,0.05114,Active Excavation / Bench Cut,0.4742,0.155
5,16,0.06731,Active Excavation / Bench Cut,0.4624,0.1936
6,16,0.07184,Active Excavation / Bench Cut,0.5313,0.344
7,16,0.05977,Active Excavation / Bench Cut,0.5044,0.1895
8,16,0.08413,Active Excavation / Bench Cut,0.5188,0.2752
9,16,0.06996,Active Excavation / Bench Cut,0.4916,0.1467
10,16,0.07631,Active Excavation / Bench Cut,0.5007,0.1933
11,16,0.09566,Active Excavation / Bench Cut,0.553,0.3475
12,16,0.061,Active Excavation / Bench Cut,0.5195,0.235
13,16,0.06202,Active Excavation / Bench Cut,0.506,0.2024
14,16,0.08173,Active Excavation / Bench Cut,0.4952,0.1735
15,16,0.08871,Active Excavation / Bench Cut,0.5047,0.2074
16,16,0.10566,Active Excavation / Bench Cut,0.4554,0.3909
17,16,0.09579,Active Excavation / Bench Cut,0.4861,0.2221
18,16,0.06746,Active Excavation / Bench Cut,0.469,0.2586
19,16,0.06873,Active Excavation / Bench Cut,0.4024,0.5851
20,16,0.07088,Active Excavation / Bench Cut,0.4758,0.2981
21,16,0.05808,Active Excavation / Bench Cut,0.4379,0.5194
22,16,0.05881,Active Excavation / Bench Cut,0.424,0.0806
23,16,0.06649,Active Excavation / Bench Cut,0.4706,0.2921
24,16,0.07658,Active Excavation / Bench Cut,0.4312,0.4175
25,16,0.07362,Active Excavation / Bench Cut,0.5002,0.2201
26,16,0.08174,Active Excavation / Bench Cut,0.4675,0.2488
27,16,0.07305,Active Excavation / Bench Cut,0.5307,0.1509
28,16,0.0522,Active Excavation / Bench Cut,0.5026,0.1761
29,16,0.09344,Active Excavation / Bench Cut,0.4921,0.0754
0,17,0.06837,Active Excavation / Bench Cut,0.5179,0.1935
1,17,0.08059,Active Excavation / Bench Cut,0.5584,0.1206
2,17,0.06062,Active Excavation / Bench Cut,0.5504,0.1779
3,17,0.07621,Active Excavation / Bench Cut,0.4836,0.0798
4,17,0.07888,Active Excavation / Bench Cut,0.539,0.2728
5,17,0.07887,Active Excavation / Bench Cut,0.5149,0.3199
6,17,0.07917,Active Excavation / Bench Cut,0.5017,0.2935
7,17,0.05345,Active Excavation / Bench Cut,0.5062,0.3263
8,17,0.08254,Active Excavation / Bench Cut,0.5325,0.0425
9,17,0.0469,Overburden / Dump Movement,0.4989,0.19
10,17,0.06107,Active Excavation / Bench Cut,0.5088,0.1132
11,17,0.08752,Active Excavation / Bench Cut,0.4655,0.1923
12,17,0.04629,Overburden / Dump Movement,0.5176,0.2598
13,17,0.08563,Active Excavation / Bench Cut,0.5121,0.2784
14,17,0.07018,Active Excavation / Bench Cut,0.5238,0.3307
15,17,0.09611,Active Excavation / Bench Cut,0.4484,0.4027
16,17,0.0627,Active Excavation / Bench Cut,0.463,0.4457
17,17,0.07629,Active Excavation / Bench Cut,0.4213,0.2516
18,17,0.07467,Active Excavation / Bench Cut,0.4606,0.3348
19,17,0.08084,Active Excavation / Bench Cut,0.4344,0.3209
20,17,0.09419,Active Excavation / Bench Cut,0.4338,0.4968
21,17,0.05742,Active Excavation / Bench Cut,0.4489,0.1696
22,17,0.0764,Active Excavation / Bench Cut,0.4898,0.4482
23,17,0.07837,Active Excavation / Bench Cut,0.4841,0.3051
24,17,0.06323,Active Excavation / Bench Cut,0.4463,0.3546
25,17,0.08132,Active Excavation / Bench Cut,0.4284,0.221
26,17,0.0751,Active Excavation / Bench Cut,0.5,0.3094
27,17,0.06767,Active Excavation / Bench Cut,0.4598,0.0516
28,17,0.06942,Active Excavation / Bench Cut,0.5523,0.1889
29,17,0.07276,Active Excavation / Bench Cut,0.502,0.1922
0,18,0.05731,Active Excavation / Bench Cut,0.4844,0.2483
1,18,0.06143,Active Excavation / Bench Cut,0.5181,0.0906
2,18,0.07938,Active Excavation / Bench Cut,0.5104,0.1349
3,18,0.07471,Active Excavation / Bench Cut,0.5345,0.236
4,18,0.06073,Active Excavation / Bench Cut,0.4945,0.1047
5,18,0.07087,Active Excavation / Bench Cut,0.5547,0.279
6,18,0.04575,Overburden / Dump Movement,0.5384,0.2758
7,18,0.06751,Active Excavation / Bench Cut,0.4844,0.3399
8,18,0.07743,Active Excavation / Bench Cut,0.5164,0.0682
9,18,0.09639,Active Excavation / Bench Cut,0.4928,0.0847
10,18,0.07554,Active Excavation / Bench Cut,0.5314,0.1907
11,18,0.07587,Active Excavation / Bench Cut,0.5176,0.1623
12,18,0.07141,Active Excavation / Bench Cut,0.536,0.261
13,18,0.0942,Active Excavation / Bench Cut,0.476,0.33
14,18,0.06474,Active Excavation / Bench Cut,0.508,0.3525
15,18,0.06353,Active Excavation / Bench Cut,0.5009,0.4528
16,18,0.05025,Active Excavation / Bench Cut,0.4599,0.3524
17,18,0.0686,Active Excavation / Bench Cut,0.4454,0.5063
18,18,0.06408,Active Excavation / Bench Cut,0.4368,0.4025
19,18,0.05446,Active Excavation / Bench Cut,0.4297,0.439
20,18,0.11514,Active Excavation / Bench Cut,0.4156,0.3939
21,18,0.09275,Active Excavation / Bench Cut,0.3767,0.494
22,18,0.06877,Active Excavation / Bench Cut,0.4141,0.5633
23,18,0.05147,Active Excavation / Bench Cut,0.488,0.5721
24,18,0.07772,Active Excavation / Bench Cut,0.4761,0.4408
25,18,0.082,Active Excavation / Bench Cut,0.503,0.282
26,18,0.06036,Active Excavation / Bench Cut,0.4916,0.4374
27,18,0.09682,Active Excavation / Bench Cut,0.4743,0.3037
28,18,0.08477,Active Excavation / Bench Cut,0.5074,0.1446
29,18,0.07098,Active Excavation / Bench Cut,0.5431,0.1802
0,19,0.06246,Active Excavation / Bench Cut,0.5054,0.0189
1,19,0.06899,Active Excavation / Bench Cut,0.5005,0.2049
2,19,0.06531,Active Excavation / Bench Cut,0.5325,0.0
3,19,0.0944,Active Excavation / Bench Cut,0.4906,0.0118
4,19,0.04328,Overburden / Dump Movement,0.4922,0.1414
5,19,0.06698,Active Excavation / Bench Cut,0.5241,0.1943
6,19,0.0627,Active Excavation / Bench Cut,0.5133,0.219
7,19,0.0766,Active Excavation / Bench Cut,0.5488,0.0863
8,19,0.06888,Active Excavation / Bench Cut,0.4976,0.2955
9,19,0.04263,Overburden / Dump Movement,0.5432,0.1204
10,19,0.05867,Active Excavation / Bench Cut,0.554,0.3734
11,19,0.07066,Active Excavation / Bench Cut,0.5364,0.2328
12,19,0.06311,Active Excavation / Bench Cut,0.5174,0.153
13,19,0.07009,Active Excavation / Bench Cut,0.4854,0.3144
14,19,0.07558,Active Excavation / Bench Cut,0.4312,0.2061
15,19,0.08111,Active Excavation / Bench Cut,0.5411,0.565
16,19,0.08098,Active Excavation / Bench Cut,0.4696,0.5028
17,19,0.08706,Active Excavation / Bench Cut,0.4173,0.3595
18,19,0.09047,Active Excavation / Bench Cut,0.4243,0.5499
19,19,0.07562,Active Excavation / Bench Cut,0.434,0.5267
20,19,0.06747,Active Excavation / Bench Cut,0.3967,0.6221
21,19,0.07169,Active Excavation / Bench Cut,0.3997,0.5744
22,19,0.08691,Active Excavation / Bench Cut,0.3726,0.388
23,19,0.06959,Active Excavation / Bench Cut,0.4677,0.4951
24,19,0.06406,Active Excavation / Bench Cut,0.4578,0.478
25,19,0.06369,Active Excavation / Bench Cut,0.4922,0.3062
26,19,0.06996,Active Excavation / Bench Cut,0.4883,0.1969
27,19,0.06452,Active Excavation / Bench Cut,0.4893,0.2135
28,19,0.0499,Overburden / Dump Movement,0.5103,0.167
29,19,0.07315,Active Excavation / Bench Cut,0.5404,0.2211
0,20,0.11804,Active Excavation / Bench Cut,0.5407,0.0538
1,20,0.05568,Active Excavation / Bench Cut,0.558,0.1096
2,20,0.06176,Active Excavation / Bench Cut,0.5614,0.0673
3,20,0.08733,Active Excavation / Bench Cut,0.553,0.1252
4,20,0.06939,Active Excavation / Bench Cut,0.5405,0.0469
5,20,0.07308,Active Excavation / Bench Cut,0.5518,0.0307
6,20,0.06652,Active Excavation / Bench Cut,0.5392,0.0832
7,20,0.06206,Active Excavation / Bench Cut,0.5737,0.05
8,20,0.07036,Active Excavation / Bench Cut,0.5507,0.0481
9,20,0.06756,Active Excavation / Bench Cut,0.5236,0.3122
10,20,0.08088,Active Excavation / Bench Cut,0.5107,0.1561
11,20,0.08051,Active Excavation / Bench Cut,0.5074,0.1279
12,20,0.08059,Active Excavation / Bench Cut,0.5326,0.2443
13,20,0.08104,Active Excavation / Bench Cut,0.478,0.1839
14,20,0.06849,Active Excavation / Bench Cut,0.4621,0.3549
15,20,0.06177,Active Excavation / Bench Cut,0.4706,0.3496
16,20,0.09356,Active Excavation / Bench Cut,0.4044,0.2332
17,20,0.07731,Active Excavation / Bench Cut,0.3873,0.5053
18,20,0.10572,Active Excavation / Bench Cut,0.3885,0.5285
19,20,0.07846,Active Excavation / Bench Cut,0.3687,0.6328
20,20,0.08796,Active Excavation / Bench Cut,0.3462,0.7143
21,20,0.06989,Active Excavation / Bench Cut,0.3881,0.6298
22,20,0.09127,Active Excavation / Bench Cut,0.3586,0.5585
23,20,0.07317,Active Excavation / Bench Cut,0.4162,0.5485
24,20,0.06073,Active Excavation / Bench Cut,0.4126,0.5541
25,20,0.07956,Active Excavation / Bench Cut,0.4524,0.3004
26,20,0.05133,Active Excavation / Bench Cut,0.4952,0.4404
27,20,0.06407,Active Excavation / Bench Cut,0.4795,0.148
28,20,0.07642,Active Excavation / Bench Cut,0.4822,0.1679
29,20,0.05108,Active Excavation / Bench Cut,0.4533,0.3584
0,21,0.06943,Active Excavation / Bench Cut,0.5313,0.0
1,21,0.04923,Overburden / Dump Movement,0.5227,0.2297
2,21,0.05757,Active Excavation / Bench Cut,0.5603,0.037
3,21,0.05528,Active Excavation / Bench Cut,0.5352,0.0965
4,21,0.05598,Active Excavation / Bench Cut,0.531,0.1781
5,21,0.08079,Active Excavation / Bench Cut,0.5508,0.171
6,21,0.06628,Active Excavation / Bench Cut,0.5257,0.0408
7,21,0.0514,Active Excavation / Bench Cut,0.5628,0.0867
8,21,0.08429,Active Excavation / Bench Cut,0.5228,0.1162
9,21,0.05898,Active Excavation / Bench Cut,0.4842,0.2083
10,21,0.06484,Active Excavation / Bench Cut,0.5445,0.2751
11,21,0.06345,Active Excavation / Bench Cut,0.4764,0.2432
12,21,0.07437,Active Excavation / Bench Cut,0.5066,0.3234
13,21,0.0393,Overburden / Dump Movement,0.4845,0.3222
14,21,0.0746,Active Excavation / Bench Cut,0.4463,0.3639
15,21,0.06203,Active Excavation / Bench Cut,0.4377,0.5291
16,21,0.05932,Active Excavation / Bench Cut,0.4114,0.5245
17,21,0.08201,Active Excavation / Bench Cut,0.4022,0.6448
18,21,0.07716,Active Excavation / Bench Cut,0.3486,0.5291
19,21,0.07713,Active Excavation / Bench Cut,0.3447,0.7431
20,21,0.08974,Active Excavation / Bench Cut,0.284,0.7158
21,21,0.09639,Active Excavation / Bench Cut,0.3224,0.566
22,21,0.11995,Active Excavation / Bench Cut,0.3666,0.535
23,21,0.07769,Active Excavation / Bench Cut,0.4125,0.5903
24,21,0.0699,Active Excavation / Bench Cut,0.422,0.5313
25,21,0.08597,Active Excavation / Bench Cut,0.4231,0.4964
26,21,0.07074,Active Excavation / Bench Cut,0.4698,0.2795
27,21,0.07314,Active Excavation / Bench Cut,0.4764,0.2764
28,21,0.07966,Active Excavation / Bench Cut,0.4311,0.0808
29,21,0.07749,Active Excavation / Bench Cut,0.4964,0.287
0,22,0.06756,Active Excavation / Bench Cut,0.55,0.2284
1,22,0.08375,Active Excavation / Bench Cut,0.5741,0.0412
2,22,0.05675,Active Excavation / Bench Cut,0.5852,0.2165
3,22,0.05286,Active Excavation / Bench Cut,0.5491,0.0587
4,22,0.08369,Active Excavation / Bench Cut,0.5445,0.1584
5,22,0.06464,Active Excavation / Bench Cut,0.5551,0.0506
6,22,0.06444,Active Excavation / Bench Cut,0.5604,0.1062
7,22,0.06783,Active Excavation / Bench Cut,0.509,0.0808
8,22,0.07483,Active Excavation / Bench Cut,0.5231,0.1344
9,22,0.05014,Active Excavation / Bench Cut,0.5336,0.0703
10,22,0.09127,Active Excavation / Bench Cut,0.5328,0.1751
11,22,0.07558,Active Excavation / Bench Cut,0.5093,0.1517
12,22,0.08113,Active Excavation / Bench Cut,0.506,0.0877
13,22,0.07286,Active Excavation / Bench Cut,0.4391,0.5058
14,22,0.07651,Active Excavation / Bench Cut,0.4125,0.1792
15,22,0.05332,Active Excavation / Bench Cut,0.4566,0.3253
16,22,0.06907,Active Excavation / Bench Cut,0.3922,0.6297
17,22,0.08417,Active Excavation / Bench Cut,0.3775,0.6234
18,22,0.09849,Active Excavation / Bench Cut,0.3861,0.6165
19,22,0.0939,Active Excavation / Bench Cut,0.3267,0.6741
20,22,0.08601,Active Excavation / Bench Cut,0.2968,0.7954
21,22,0.1014,Active Excavation / Bench Cut,0.3536,0.6926
22,22,0.07136,Active Excavation / Bench Cut,0.4389,0.6294
23,22,0.0519,Active Excavation / Bench Cut,0.3751,0.52
24,22,0.09651,Active Excavation / Bench Cut,0.416,0.5535
25,22,0.05078,Active Excavation / Bench Cut,0.4638,0.444
26,22,0.09376,Active Excavation / Bench Cut,0.4824,0.4204
27,22,0.08752,Active Excavation / Bench Cut,0.4946,0.3188
28,22,0.07403,Active Excavation / Bench Cut,0.5037,0.1805
29,22,0.06659,Active Excavation / Bench Cut,0.4621,0.1701
0,23,0.06652,Active Excavation / Bench Cut,0.5365,0.0654
1,23,0.08942,Active Excavation / Bench Cut,0.6303,0.0772
2,23,0.08254,Active Excavation / Bench Cut,0.5477,0.0621
3,23,0.06448,Active Excavation / Bench Cut,0.5769,0.0
4,23,0.08914,Active Excavation / Bench Cut,0.5049,0.0448
5,23,0.10417,Active Excavation / Bench Cut,0.5522,0.0821
6,23,0.07455,Active Excavation / Bench Cut,0.5321,0.0628
7,23,0.08967,Active Excavation / Bench Cut,0.5704,0.0255
8,23,0.06204,Active Excavation / Bench Cut,0.49,0.2932
9,23,0.07238,Active Excavation / Bench Cut,0.552,0.2178
10,23,0.10376,Active Excavation / Bench Cut,0.5285,0.3674
11,23,0.06358,Active Excavation / Bench Cut,0.5325,0.0866
12,23,0.07233,Active Excavation / Bench Cut,0.5074,0.172
13,23,0.07857,Active Excavation / Bench Cut,0.5036,0.3492
14,23,0.05304,Active Excavation / Bench Cut,0.4802,0.454
15,23,0.10277,Active Excavation / Bench Cut,0.4182,0.4498
16,23,0.07441,Active Excavation / Bench Cut,0.4272,0.5539
17,23,0.08086,Active Excavation / Bench Cut,0.373,0.537
18,23,0.07922,Active Excavation / Bench Cut,0.4056,0.6688
19,23,0.11952,Active Excavation / Bench Cut,0.3303,0.7512
20,23,0.0826,Active Excavation / Bench Cut,0.3281,0.7048
21,23,0.08221,Active Excavation / Bench Cut,0.3248,0.7041
22,23,0.11738,Active Excavation / Bench Cut,0.3547,0.6582
23,23,0.07475,Active Excavation / Bench Cut,0.3894,0.4967
24,23,0.08023,Active Excavation / Bench Cut,0.3968,0.4019
25,23,0.08094,Active Excavation / Bench Cut,0.4573,0.5414
26,23,0.07184,Active Excavation / Bench Cut,0.4899,0.4225
27,23,0.08259,Active Excavation / Bench Cut,0.4908,0.2225
28,23,0.06924,Active Excavation / Bench Cut,0.4814,0.1936
29,23,0.06659,Active Excavation / Bench Cut,0.4998,0.2447
0,24,0.06466,Active Excavation / Bench Cut,0.5356,0.0458
1,24,0.07831,Active Excavation / Bench Cut,0.5896,0.1002
2,24,0.07068,Active Excavation / Bench Cut,0.574,0.0765
3,24,0.06685,Active Excavation / Bench Cut,0.5626,0.0509
4,24,0.0864,Active Excavation / Bench Cut,0.5372,0.0
5,24,0.08457,Active Excavation / Bench Cut,0.5533,0.1086
6,24,0.08124,Active Excavation / Bench Cut,0.5546,0.2448
7,24,0.08316,Active Excavation / Bench Cut,0.5228,0.1923
8,24,0.10306,Active Excavation / Bench Cut,0.5565,0.1876
9,24,0.05487,Active Excavation / Bench Cut,0.5358,0.1172
10,24,0.06631,Active Excavation / Bench Cut,0.5093,0.1798
11,24,0.05911,Active Excavation / Bench Cut,0.5013,0.2265
12,24,0.05464,Active Excavation / Bench Cut,0.5093,0.3629
13,24,0.06648,Active Excavation / Bench Cut,0.4724,0.2675
14,24,0.05999,Active Excavation / Bench Cut,0.47,0.3819
15,24,0.08163,Active Excavation / Bench Cut,0.5005,0.3103
16,24,0.10485,Active Excavation / Bench Cut,0.4517,0.4339
17,24,0.05706,Active Excavation / Bench Cut,0.4207,0.5029
18,24,0.07506,Active Excavation / Bench Cut,0.4105,0.594
19,24,0.07537,Active Excavation / Bench Cut,0.3543,0.721
20,24,0.08045,Active Excavation / Bench Cut,0.4131,0.6624
21,24,0.07239,Active Excavation / Bench Cut,0.4216,0.6298
22,24,0.07694,Active Excavation / Bench Cut,0.4245,0.5764
23,24,0.06281,Active Excavation / Bench Cut,0.4109,0.5192
24,24,0.10102,Active Excavation / Bench Cut,0.4459,0.3816
25,24,0.08282,Active Excavation / Bench Cut,0.4393,0.367
26,24,0.06524,Active Excavation / Bench Cut,0.4211,0.3484
27,24,0.06725,Active Excavation / Bench Cut,0.4837,0.4015
28,24,0.08922,Active Excavation / Bench Cut,0.5194,0.1386
29,24,0.06985,Active Excavation / Bench Cut,0.5583,0.1815
0,25,0.07631,Active Excavation / Bench Cut,0.5583,0.0702
1,25,0.07394,Active Excavation / Bench Cut,0.5049,0.0665
2,25,0.07892,Active Excavation / Bench Cut,0.5764,0.1281
3,25,0.06783,Active Excavation / Bench Cut,0.564,0.0717
4,25,0.06669,Active Excavation / Bench Cut,0.582,0.0206
5,25,0.05652,Active Excavation / Bench Cut,0.5325,0.0
6,25,0.06136,Active Excavation / Bench Cut,0.5736,0.0856
7,25,0.0982,Active Excavation / Bench Cut,0.5172,0.0097
8,25,0.08178,Active Excavation / Bench Cut,0.5588,0.1815
9,25,0.07586,Active Excavation / Bench Cut,0.5339,0.1711
10,25,0.07882,Active Excavation / Bench Cut,0.5129,0.1133
11,25,0.06549,Active Excavation / Bench Cut,0.5097,0.2131
12,25,0.05638,Active Excavation / Bench Cut,0.5197,0.2471
13,25,0.09276,Active Excavation / Bench Cut,0.4487,0.2137
14,25,0.0878,Active Excavation / Bench Cut,0.5079,0.2968
15,25,0.07209,Active Excavation / Bench Cut,0.4448,0.3531
16,25,0.07129,Active Excavation / Bench Cut,0.4134,0.47
17,25,0.06249,Active Excavation / Bench Cut,0.3935,0.4761
18,25,0.08021,Active Excavation / Bench Cut,0.4254,0.6313
19,25,0.06483,Active Excavation / Bench Cut,0.3582,0.4346
20,25,0.07227,Active Excavation / Bench Cut,0.336,0.5219
21,25,0.07168,Active Excavation / Bench Cut,0.391,0.516
22,25,0.10545,Active Excavation / Bench Cut,0.4433,0.5046
23,25,0.08044,Active Excavation / Bench Cut,0.3989,0.4992
24,25,0.06084,Active Excavation / Bench Cut,0.4263,0.4615
25,25,0.0536,Active Excavation / Bench Cut,0.467,0.4847
26,25,0.09772,Active Excavation / Bench Cut,0.486,0.2625
27,25,0.06716,Active Excavation / Bench Cut,0.4776,0.1472
28,25,0.10682,Active Excavation / Bench Cut,0.5077,0.2775
29,25,0.06389,Active Excavation / Bench Cut,0.564,0.29
0,26,0.07666,Active Excavation / Bench Cut,0.5564,0.1535
1,26,0.07571,Active Excavation / Bench Cut,0.5719,0.0
2,26,0.0635,Active Excavation / Bench Cut,0.5718,0.0553
3,26,0.08918,Active Excavation / Bench Cut,0.5474,0.0221
4,26,0.07635,Active Excavation / Bench Cut,0.5085,0.0952
5,26,0.07647,Active Excavation / Bench Cut,0.5356,0.1652
6,26,0.05381,Active Excavation / Bench Cut,0.5596,0.083
7,26,0.07629,Active Excavation / Bench Cut,0.565,0.0363
8,26,0.06266,Active Excavation / Bench Cut,0.5041,0.1106
9,26,0.07897,Active Excavation / Bench Cut,0.4961,0.104
10,26,0.06368,Active Excavation / Bench Cut,0.5628,0.0633
11,26,0.07752,Active Excavation / Bench Cut,0.556,0.2366
12,26,0.06992,Active Excavation / Bench Cut,0.4856,0.2533
13,26,0.08036,Active Excavation / Bench Cut,0.515,0.3772
14,26,0.06562,Active Excavation / Bench Cut,0.4768,0.2603
15,26,0.06852,Active Excavation / Bench Cut,0.4835,0.1763
16,26,0.07366,Active Excavation / Bench Cut,0.4833,0.5396
17,26,0.06641,Active Excavation / Bench Cut,0.4505,0.3894
18,26,0.05176,Active Excavation / Bench Cut,0.4658,0.3419
19,26,0.06694,Active Excavation / Bench Cut,0.4011,0.4783
20,26,0.09632,Active Excavation / Bench Cut,0.4651,0.5285
21,26,0.07213,Active Excavation / Bench Cut,0.4166,0.4819
22,26,0.06686,Active Excavation / Bench Cut,0.4748,0.4703
23,26,0.08199,Active Excavation / Bench Cut,0.4464,0.4932
24,26,0.07043,Active Excavation / Bench Cut,0.4797,0.3949
25,26,0.08552,Active Excavation / Bench Cut,0.496,0.3038
26,26,0.07184,Active Excavation / Bench Cut,0.4683,0.1847
27,26,0.07275,Active Excavation / Bench Cut,0.51,0.2894
28,26,0.05923,Active Excavation / Bench Cut,0.5139,0.1241
29,26,0.06756,Active Excavation / Bench Cut,0.4809,0.1735
0,27,0.04837,Overburden / Dump Movement,0.6188,0.1497
1,27,0.08847,Active Excavation / Bench Cut,0.5434,0.212
2,27,0.05083,Active Excavation / Bench Cut,0.5671,0.0653
3,27,0.08726,Active Excavation / Bench Cut,0.5651,0.1168
4,27,0.052,Active Excavation / Bench Cut,0.5377,0.1794
5,27,0.08049,Active Excavation / Bench Cut,0.5805,0.1287
6,27,0.05642,Active Excavation / Bench Cut,0.5462,0.031
7,27,0.04927,Overburden / Dump Movement,0.5405,0.0861
8,27,0.07119,Active Excavation / Bench Cut,0.524,0.0883
9,27,0.06996,Active Excavation / Bench Cut,0.5417,0.2118
10,27,0.05798,Active Excavation / Bench Cut,0.5517,0.1194
11,27,0.07694,Active Excavation / Bench Cut,0.5257,0.099
12,27,0.08316,Active Excavation / Bench Cut,0.5383,0.1069
13,27,0.04603,Overburden / Dump Movement,0.5174,0.2671
14,27,0.06273,Active Excavation / Bench Cut,0.5076,0.0996
15,27,0.06028,Active Excavation / Bench Cut,0.4697,0.3689
16,27,0.06897,Active Excavation / Bench Cut,0.5075,0.4287
17,27,0.07889,Active Excavation / Bench Cut,0.4801,0.3888
18,27,0.0724,Active Excavation / Bench Cut,0.4634,0.2951
19,27,0.08226,Active Excavation / Bench Cut,0.4754,0.3871
20,27,0.07656,Active Excavation / Bench Cut,0.4739,0.4117
21,27,0.08784,Active Excavation / Bench Cut,0.4756,0.409
22,27,0.09925,Active Excavation / Bench Cut,0.4404,0.3853
23,27,0.08168,Active Excavation / Bench Cut,0.449,0.3706
24,27,0.07606,Active Excavation / Bench Cut,0.5059,0.2261
25,27,0.07237,Active Excavation / Bench Cut,0.5083,0.409
26,27,0.06405,Active Excavation / Bench Cut,0.4982,0.2008
27,27,0.08365,Active Excavation / Bench Cut,0.4789,0.2665
28,27,0.06556,Active Excavation / Bench Cut,0.5745,0.186
29,27,0.07353,Active Excavation / Bench Cut,0.5243,0.1794
0,28,0.08279,Active Excavation / Bench Cut,0.5598,0.1487
1,28,0.04975,Overburden / Dump Movement,0.5194,0.0495
2,28,0.07507,Active Excavation / Bench Cut,0.5817,0.1302
3,28,0.05821,Active Excavation / Bench Cut,0.6128,0.0196
4,28,0.05921,Active Excavation / Bench Cut,0.5256,0.0149
5,28,0.06026,Active Excavation / Bench Cut,0.5422,0.13
6,28,0.06822,Active Excavation / Bench Cut,0.5289,0.0
7,28,0.06524,Active Excavation / Bench Cut,0.5315,0.0703
8,28,0.0702,Active Excavation / Bench Cut,0.543,0.0794
9,28,0.06448,Active Excavation / Bench Cut,0.5195,0.258
10,28,0.07261,Active Excavation / Bench Cut,0.5508,0.1769
11,28,0.0748,Active Excavation / Bench Cut,0.4767,0.1449
